so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,ma_icd,trang_thai_xac_nhan,dang_bao_che,danh_muc,ham_luong,url_nguon
VD-20943-14,Ciprofloxacin Kabi,Ciprofloxacin (dưới dạng ciprofloxacin lactat) 200mg/100ml,"Chỉ định Ciprofloxacin
Các bệnh nhiễm trùng có biến chứng và không biến chứng gây ra do các bệnh nguyên nhạy cảm với ciprofloxacin. 


- Các bệnh nhiễm trùng của: 
*Đường hô hấp. Trong các trường hợp viêm phổi do phế cầu (Pneumococcus) ở bệnh nhân ngoại trú, không nên dùng Ciprofloxacin như là một thuốc đầu tay. Tuy nhiên Ciprofloxacin có thể được dùng trong trường hợp viêm phổi do Klebsiella, Enterobacter, Proteus, Pseudomonas, Haemophilus, Branhamella, Legionella và Staphylococcus. . Tai giữa (viêm tai giữa) và các xoang (viêm xoang), đặc biệt nguyên nhân do vi khuẩn gram âm, kể cả Pseudomonas hay Staphylococcus. .
*Mắt. . Thận và/hoặc đường tiết niệu. . Cơ quan sinh dục, kể cả bệnh lậu, viêm phần phụ, viêm tiền liệt tuyến. . Ổ bụng (như nhiễm trùng đường tiêu hóa hoặc đường mật, viêm phúc mạc). 
* Da và mô mềm. 
* Xương khớp. 
*Nhiễm trùng huyết. 
*Nhiễm trùng hoặc có nguy cơ nhiễm trùng (dự phòng) trên bệnh nhân có hệ miễn dịch suy yếu (như bệnh nhân bị suy giảm miễn dịch hoặc có tình trạng giảm bạch cầu). 
- Chỉ định cho tình trạng khử nhiễm ruột có chọn lọc trên bệnh nhân suy giảm miễn dịch (Ciprofloxacin dạng uống).",,Pending,Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-46250/ciprofloxacin-kabi.aspx
VN-6593-02,Fresofol,Propofol,"Chỉ định Propofol
Propofol là một thuốc gây mê tĩnh mạch tác dụng ngắn thích hợp cho việc dẫn mê và duy trì mê. Propofol cũng có thể được dùng để gây ngủ ở bệnh nhân đang được thông khí hỗ trợ trong đơn vị săn sóc đặc biệt. Propofol cũng dùng để an thần gây ngủ cho các phẫu thuật và thủ thuật chẩn đoán.",,Pending,Nhũ dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-18447/fresofol.aspx
VN-19641-16,Torvazin,Atorvastatin (dưới dạng Atorvastatin calci) 10 mg,"Chỉ định Atorvastatin
Ðiều trị hỗ trợ cho chế độ ăn kiêng làm giảm cholesterol toàn phần, LDL, apolipoprotein B, triglycerid & làm tăng HDL ở bệnh nhân tăng cholesterol máu nguyên phát & rối loạn lipid máu hỗn hợp (type IIa & IIb); làm giảm triglycerid máu type IV). Ðiều trị rối loạn betalipoprotein máu nguyên phát (type III). Ðiều trị hỗ trợ với các biện pháp làm giảm lipid khác để làm giảm cholesterol toàn phần & LDL ở bệnh nhân tăng cholesterol máu có tính gia đình đồng hợp tử.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-50750/torvazin.aspx
VD-20907-14,Clorpheniramin,Clorpheniramin maleat 4mg,"Chỉ định
Các trường hợp dị ứng ngoài da như mày đay, eczema, dị ứng đường hô hấp như sổ mũi, ngạt mũi .",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-46256/clorpheniramin.aspx
VN-18684-15,Levotop 500,Levofloxacin (dưới dạng Levofloxacin hemihydrat) 500 mg,"Chỉ định Levofloxacine
Levofloxacin được chỉ định để điều trị các trường hợp nhiễm khuẩn do các vi khuẩn nhạy cảm với levofloxacin gây ra sau đây: - Viêm xoang cấp. - Ðợt kịch phát cấp của viêm phế quản mạn. - Viêm phổi mắc phải trong cộng đồng. - Nhiễm khuẩn đường tiểu có biến chứng, kể cả viêm thận-bể thận. - Nhiễm khuẩn ở da và phần mềm.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-47421/levotop-500.aspx
VD-11529-10,Antifix 200,Cefixim 200mg,"Chỉ định Cefixime
Trong các nhiễm khuẩn sau đây gây ra bởi các chủng nhạy cảm với cefixime như Streptococcus sp. (ngoại trừ Enteroccus sp.), Streptococcus pneumoniae, Neisseria gonorrhoeae, Branhamella catarrhalis, Escherichia coli, Klebsiella sp., Serratia sp., Proteus sp. và Haemophilus influenzae:",,Pending,,,,https://thuocbietduoc.com.vn/thuoc-35428/antifix-200.aspx
VD-2573-07,Tribf,"Vitamin B1, Vitamin B6, Vitamin B12","Chỉ định Vitamin B1
Phòng và điều trị bệnh Beri-beri. Điều trị các trường hợp đau nhức dây thần kinh lưng, hông và dây thần kinh sinh ba( phối hợp với các vitamin B6 và B12); Các trường hợp mệt mỏi, kém ăn, suy dinh dưỡng và rối loạn tiêu hoá.",,Pending,Viên nén dài bao phim,,,https://thuocbietduoc.com.vn/thuoc-22455/tribf.aspx
VN-6210-08,"Lipanthyl 200M, capsules",Fenofibrate,"Chỉ định Fenofibrate
Dùng cho người lớn Tăng cholesterol máu type IIa và tăng triglyceride máu nội sinh, đơn thuần (type IV); hay kết hợp (type IIb và III): 


- khi mà chế độ ăn kiêng thích hợp và đều đặn tỏ ra không hiệu quả. 
- khi mà cholesterol máu sau khi đã áp dụng chế độ ăn kiêng nhưng vẫn còn cao và/hoặc có kèm theo những yếu tố nguy cơ khác. Trong khi điều trị, duy trì chế độ ăn kiêng luôn cần thiết.",,Pending,Viên nang,,,https://thuocbietduoc.com.vn/thuoc-27409/lipanthyl-200m-capsules.aspx
VN-16548-13,Kononaz Tab.,"Mecobalamin 0,5mg","Chỉ định Mecobalamine
Các bệnh lý thần kinh ngoại biên. Thiếu máu hồng cầu to do thiếu vitamin B12.",,Pending,Viên nén bao đường,,,https://thuocbietduoc.com.vn/thuoc-44343/kononaz-tab.aspx
VN-1182-06,Vietcef 1g,Ceftriaxone 1g,"Chỉ định Ceftriaxone
Điều trị nhiễm khuẩn nặng do đã kháng cephalosporin thế hệ I và thế hệ II: Nhiễm khuẩn huyết. Viêm màng não, áp xe não, viêm màng trong tim. Nhiễm khuẩn ổ bụng, xương khớp, da & mô liên kết. Nhiễm khuẩn đường hô hấp nặng, đặc biệt là viêm phổi, viêm tai giữa. Nhiễm khuẩn thận, tiết niệu, sinh dục, bao gồm lậu cầu. Nhiễm khuẩn ở người suy giảm sức đề kháng. Phòng ngừa nhiễm khuẩn trong phẫu thuật.",,Pending,Bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-16128/vietcef-1g.aspx
VN-19674-16,Hudica Tablet,Rebamipide 100 mg;,"Chỉ định Rebamipide
Loét dạ dày. Ðiều trị các thương tổn niêm mạc dạ dày (ăn mòn, chảy máu, đỏ, phù nề); trong viêm dạ dày cấp & đợt cấp của viêm dạ dày mạn.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-50783/hudica-tablet.aspx
VD-21034-14,Axe Brand Inhaler (Ống hít mũi hiệu cây búa);,"Menthol 850mg; Camphor 102mg; Tinh dầu khuynh diệp 85mg trong mỗi ống 1,7g","Chỉ định menthol
Dạng thuốc kem menthol được sử dụng để làm giảm những cơn đau nhẹ cho các bệnh như viêm khớp, viêm bao hoạt dịch, viêm gân, bong gân, đau lưng, bầm tím và chuột rút. Thuốc cũng có thể được sử dụng cho các bệnh khác theo chỉ định của bác sĩ.
Dạng dung dịch dùng đê hit giúp Giảm nhanh các chứng nghẹt mũi, sổ mũi do cảm cúm gây ra, giúp thông mũi và dễ thở.",,Pending,Ống hít,,,https://thuocbietduoc.com.vn/thuoc-46165/axe-brand-inhaler-ong-hit-mui-hieu-cay-bua.aspx
VN-10307-10,Indform 500,Metformin HCl,"Chỉ định Metformin
Metformin hydrochloride là một biguanide hạ đuờng huyết dùng điều trị bệnh tiểu đường không phụ thuộc insulin khi không thể kiểm soát đường huyết bằng chế độ ăn kiêng đơn thuần. Thuốc có thể được kê toa ở những bệnh nhân không còn đáp ứng với các sulfonylurea, thêm vào dẫn chất sulfonylurea đang sử dụng. Ở bệnh nhân béo phì thuốc có thể gây ra giảm cân có lợi, đôi khi tác dụng này là lý do căn bản của sự kết hợp insulin và metformin ở bệnh tiểu đường phụ thuộc insulin.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-33617/indform-500.aspx
VN-14009-11,Ciprobay 500,Ciprofloxacin Hydrochloride,"Chỉ định Ciprofloxacin
Các bệnh nhiễm trùng có biến chứng và không biến chứng gây ra do các bệnh nguyên nhạy cảm với ciprofloxacin. 


- Các bệnh nhiễm trùng của: 
*Đường hô hấp. Trong các trường hợp viêm phổi do phế cầu (Pneumococcus) ở bệnh nhân ngoại trú, không nên dùng Ciprofloxacin như là một thuốc đầu tay. Tuy nhiên Ciprofloxacin có thể được dùng trong trường hợp viêm phổi do Klebsiella, Enterobacter, Proteus, Pseudomonas, Haemophilus, Branhamella, Legionella và Staphylococcus. . Tai giữa (viêm tai giữa) và các xoang (viêm xoang), đặc biệt nguyên nhân do vi khuẩn gram âm, kể cả Pseudomonas hay Staphylococcus. .
*Mắt. . Thận và/hoặc đường tiết niệu. . Cơ quan sinh dục, kể cả bệnh lậu, viêm phần phụ, viêm tiền liệt tuyến. . Ổ bụng (như nhiễm trùng đường tiêu hóa hoặc đường mật, viêm phúc mạc). 
* Da và mô mềm. 
* Xương khớp. 
*Nhiễm trùng huyết. 
*Nhiễm trùng hoặc có nguy cơ nhiễm trùng (dự phòng) trên bệnh nhân có hệ miễn dịch suy yếu (như bệnh nhân bị suy giảm miễn dịch hoặc có tình trạng giảm bạch cầu). 
- Chỉ định cho tình trạng khử nhiễm ruột có chọn lọc trên bệnh nhân suy giảm miễn dịch (Ciprofloxacin dạng uống).",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-41139/ciprobay-500.aspx
VD-29881-18,Hep-Uso 250,Ursodeoxycholic acid 250mg,"Chỉ định Ursodeoxycholic
- Sỏi túi mật cholesterol: Sỏi túi mật nhỏ hoặc không triệu chứng, không cản quang, có đường kính dưới 15 mm, túi mật vẫn hoạt động bình thường (được xác nhận bằng chụp X quang túi mật);, ở các bệnh nhân có sỏi nhưng bị chống chỉ định phẫu thuật. 
- Bệnh gan mật mạn tính đặc biệt là chứng xơ gan mật nguyên phát, viêm xơ đường dẫn mật, bệnh gan mắc phải do chứng bệnh nhầy nhớt.",,Pending,Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-56513/hep-uso-250.aspx
VD-22308-15,Ofmantine - Domesco 625 mg,Amoxicillin (dưới dạng Amoxicillin trihydrat compacted) 500mg; Acid Clavulanic (dưới dạng Clavulanat kali kết hợp với Avicel 1:1) 125mg,"Chỉ định Clavulanic acid
Nhiễm khuẩn nặng đường hô hấp trên: viêm amidan, viêm xoang, viêm tai giữa đã được điều trị bằng các kháng sinh thông thường nhưng không đỡ. 
Nhiễm khuẩn đường hô hấp dưới bởi các chủng H.influenza và Branhamella catarrbalis sản sinh beta - lactamase: viêm phế quản cấp và mạn, viêm phổi - phế quản. 
Nhiễm khuẩn nặng đường tiết niệu - sinh dục bởi các chủgn E.coli, Klebsiella và Enterobacter sản sinh: viêm bàng quang, viêm niệu đạo, viêm bể thận (nhiễm khuẩn đường sinh dục nữ). 
Nhiễm khuẩn da và mô mềm: mụn nhọt, áp xe, nhiễm khuẩn máu sản khoa, nhiễm khuẩn trong ổ bụng (tiêm tĩnh mạch trong nhiễm khuẩn máu, viêm phúc mạc, nhiễm khuẩn sau mổ, đề phòng nhiễm khuẩn trong khi mổ dạ dày - ruột,tử cung, đầu và cổ, tim, thận, thay khớp và đường mật).",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-48926/ofmantine-domesco-625-mg.aspx
VN-14772-12,Pariben 20mg,Rabeprazole Sodium,"Chỉ định Rabeprazole
Bệnh lý hồi lưu dạ dày thực quản, loét tá tràng & hội chứng Zollinger-Ellison.",,Pending,Viên nén bao tan trong ruột,,,https://thuocbietduoc.com.vn/thuoc-41819/pariben-20mg.aspx
VN-5360-08,Ovalgel Tab,"Dimethicone, Nhôm hydroxyd gel khô, Magnesi hydroxyd","Chỉ định Dimethicon
Điều trị triệu chứng các rối loạn khó tiêu.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-26817/ovalgel-tab.aspx
VN-4138-07,Oxnas Tab,"Amoxicilline, Potassium clavulanate","Chỉ định Clavulanate Potassium
Nhiễm khuẩn nặng đường hô hấp trên: viêm amidan, viêm xoang, viêm tai giữa đã được điều trị bằng các kháng sinh thông thường nhưng không đỡ. 
Nhiễm khuẩn đường hô hấp dưới bởi các chủng H.influenza và Branhamella catarrbalis sản sinh beta - lactamase: viêm phế quản cấp và mạn, viêm phổi - phế quản. 
Nhiễm khuẩn nặng đường tiết niệu - sinh dục bởi các chủgn E.coli, Klebsiella và Enterobacter sản sinh: viêm bàng quang, viêm niệu đạo, viêm bể thận (nhiễm khuẩn đường sinh dục nữ). 
Nhiễm khuẩn da và mô mềm: mụn nhọt, áp xe, nhiễm khuẩn máu sản khoa, nhiễm khuẩn trong ổ bụng (tiêm tĩnh mạch trong nhiễm khuẩn máu, viêm phúc mạc, nhiễm khuẩn sau mổ, đề phòng nhiễm khuẩn trong khi mổ dạ dày - ruột,tử cung, đầu và cổ, tim, thận, thay khớp và đường mật).",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-2203/oxnas-tab.aspx
VN-19576-16,CKDKmoxilin Dry Syrup 7:1,"Amoxicillin 2000 mg, Clavulanate potassium 285 mg (trong lọ 50 ml)","Chỉ định Clavulanate Potassium
Nhiễm khuẩn nặng đường hô hấp trên: viêm amidan, viêm xoang, viêm tai giữa đã được điều trị bằng các kháng sinh thông thường nhưng không đỡ. 
Nhiễm khuẩn đường hô hấp dưới bởi các chủng H.influenza và Branhamella catarrbalis sản sinh beta - lactamase: viêm phế quản cấp và mạn, viêm phổi - phế quản. 
Nhiễm khuẩn nặng đường tiết niệu - sinh dục bởi các chủgn E.coli, Klebsiella và Enterobacter sản sinh: viêm bàng quang, viêm niệu đạo, viêm bể thận (nhiễm khuẩn đường sinh dục nữ). 
Nhiễm khuẩn da và mô mềm: mụn nhọt, áp xe, nhiễm khuẩn máu sản khoa, nhiễm khuẩn trong ổ bụng (tiêm tĩnh mạch trong nhiễm khuẩn máu, viêm phúc mạc, nhiễm khuẩn sau mổ, đề phòng nhiễm khuẩn trong khi mổ dạ dày - ruột,tử cung, đầu và cổ, tim, thận, thay khớp và đường mật).",,Pending,Sirô khô,,,https://thuocbietduoc.com.vn/thuoc-50685/ckdkmoxilin-dry-syrup-71.aspx
VN-20980-18,Acido Tranexamico Bioindustria L.I.M,Acid tranexamic 500mg,"Chỉ định Tranexamic acid
Xu hướng chảy máu được coi như liên quan tới tăng tiêu fibrine (bệnh bạch cầu, bệnh thiếu máu không tái tạo, ban xuất huyết... và chảy máu bất thường trong và sau khi phẫu thuật). Chảy máu bất thường được coi như liên quan tới tăng tiêu fibrine tại chỗ (chảy máu ở phổi, mũi, bộ phận sinh dục, hoặc thận hoặc chảy máu bất thường trong hoặc sau khi phẫu thuật tuyến tiền liệt). Những triệu chứng như đỏ, sưng hoặc ngứa trong các bệnh như: mề đay, dị ứng thuốc hoặc ngộ độc thuốc. Những triệu chứng như đỏ, sưng, ngứa, rát họng trong các bệnh: viêm amiđan, viêm họng-thanh quản. Ðau trong khoang miệng hoặc áp-tơ trong các trường hợp viêm miệng.",,Pending,Dung dịch tiêm truyền tĩnh mạch và uống,,,https://thuocbietduoc.com.vn/thuoc-54659/acido-tranexamico-bioindustria-lim.aspx
VD-0953-06,Ofloxacin 200mg,Ofloxacin,"Chỉ định Ofloxacin
Ofloxacine được chỉ định điều trị những trường hợp nhiễm khuẩn sau:  - Nhiễm trùng đường tiểu có biến chứng và không có biến chứng. - Nhiễm trùng da và mô mềm. - Viêm tuyến tiền liệt. - Bệnh lây truyền qua đường sinh dục như là: nhiễm lậu cầu cấp niệu đạo và cổ tử cung không biến chứng, viêm niệu đạo và cổ tử cung không do lậu cầu. - Viêm phổi do H. influenza hay Streptococcus pneumoniae. - Viêm phế quản mạn tính đợt cấp.",,Pending,Viên nén dài bao phim,,,https://thuocbietduoc.com.vn/thuoc-7300/ofloxacin-200mg.aspx
