so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,dang_bao_che,danh_muc,ham_luong,url_nguon
8388/2008/YT-CNTC,Nam Dược Bài Thạch,Mỗi viên nang chứa: Cao khô Kim tiền thảo………..180mg Râu ngô………………………...120mg Xuyên khung………………….....80mg Sinh địa……………………….....40mg Đương quy……………………...40mg Bạch thược……………………...40mg Phụ liệu vđ……………………....1 viên,"Chỉ định
Nam Dược Bài Thạch được bào chế dựa theo bài thuốc gia truyền của Lương y Trần Văn Đồng (Hải Hậu, Nam Định); có tác dụng giúp lợi niệu bài sỏi, hạn chế viêm đường tiết niệu, hỗ trợ quá trình bào mòn và bài xuất sỏi ra khỏi cơ thể. Nam Dược Bài Thạch được sản xuất từ các vị dược liệu quý Kim tiền thảo, Râu ngô, Đương quy, Xuyên khung, Bạch thược, Sinh địa do đó vừa có tác dụng ngăn cản sự kết sỏi vừa có tác dụng dưỡng huyết, bổ huyết, bồi dưỡng sức khỏe, hạn chế sự suy kiệt của cơ thể do mất nước hay dùng nhiều thuốc lợi tiểu. Công dụng Giúp lợi niệu bài sỏi, hạn chế viêm đường tiết niệu. Hỗ trợ quá trình tán nhỏ và bài tiết sỏi thận, sỏi bang quang, sỏi túi mật và sỏi ống dẫn mật ra khỏi cơ thể. Đối tượng sử dụng: Người bị sỏi thận, sỏi bàng quang hoặc có các biểu hiện như: tiểu tiện ra máu, tiểu tiện khó, bí tiểu, tiểu rắt, tiểu buốt. Người bị sỏi túi mật, sỏi ống dẫn mật. Dùng sau khi phẫu thuật để phòng tránh tái phát sỏi thận, sỏi mật. Thông tin hữu ích Nam Dược Bài Thạch là sản phẩm từ đông dược được kế thừa từ bài thuốc gia truyền của lương y Trần Văn Đồng (địa chỉ: xã Hải Bắc, huyện Hải Hậu, tỉnh Nam Định) – người có nhiều năm kinh nghiệm trong điều trị sỏi tiết niệu và sỏi mật. Nam Dược Bài Thạch được kết hợp từ nhiều vị dược liệu quý: Kim tiền thảo, Râu ngô có tác dụng lợi niệu, giúp bào mòn sỏi đồng thời hạn chế viêm đường tiết niệu. Nét độc đáo của sản phẩm nằm ở bài thuốc Tứ Vật gồm các vị thuốc: Xuyên khung, Sinh địa, Đương quy, Bạch thược; bài Tứ vật có cơ chế tác dụng với bệnh nhân mắc sỏi như sau: + Theo Đông y, nguyên nhân sâu xa của việc hình thành sỏi là do huyết hư (tức là do sự mất cân bằng các thành phần trong huyết gây lắng cặn và tạo sỏi). Bài Tứ vật có tác dụng bổ huyết, tác dụng lên cơ thế hình thành sỏi do đó hạn chế được khả năng tái phát sỏi. Đây chính là ưu điểm trị bệnh tận gốc mà các phương pháp Tây y không có được. + Bài Tứ vật giúp tăng cường thể trạng cho bệnh nhân, dựa trên nguyên lý chữa bệnh của đông y “nhân cường thì tật nhược”, tức là cơ thể khỏe mạnh thì bệnh tật sẽ bị đẩy lui. Với công thức độc đáo kết hợp giữa các thành phần tiêu sỏi truyền thống và bài Tứ vật, Nam Dược Bài Thạch giúp tiêu sỏi, phòng tái phát ở bệnh nhân sỏi tiết niệu, sỏi mật. Sản phẩm đã mang lại hiệu quả điều trị tích cực cho rất nhiều bệnh nhân. Tuy nhiên hiện nay nhiều bệnh nhân đang có sự nhầm lẫn với các sản phẩm bài sỏi khác. Để tránh tình trạng này, bệnh nhân lưu ý: mua đúng sản phẩm Nam Dược Bài Thạch, do công ty TNHH Nam Dược sản xuất, hộp 5 vỉ, dạng viên nang, mỗi vỉ 10 viên.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-37095/nam-duoc-bai-thach.aspx
VN-12286-11,Insulidd N,Insulin human,"Chỉ định Insulin
Ðiều trị bệnh đái tháo đường týp I ( đái tháo đường phụ thuộc insulin ). Điều trị đái tháo đường týp II khi các thuốc chống đái tháo đường tổng hợp không còn hiệu quả. Thuốc được chỉ định để ổn định bệnh đái tháo đường ban đầu và đặc biệt dùng cho những trường hợp cấp cứu của bệnh đái tháo đường. Trẻ em gầy yếu, kém ăn, suy dinh dưỡng, nôn nhiều và rối loạn chuyển hoá đường( thường truyền glucose kết hợp với insulin). Gây cơn shock insulin để điều trị bệnh tâm thần( tạo cơn hạ glucose huyết đột ngột và mạnh).",Hỗn dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-39174/insulidd-n.aspx
VD-29664-18,Lopigim 600,Gemfibrozil 600 mg,"Chỉ định Gemfibrozil
1. Gemfibrozil được chỉ định ngăn ngừa nguyên phát bệnh mạch vành và nhồi máu cơ tim ở bệnh nhân tăng cholesterol máu, rối loạn lipide máu hỗn hợp, tăng triglyceride máu tương ứng type IIa, IIb và IV theo xếp loại của Fredrickson. 2. Ðiều trị những rối loạn lipide máu khác: - Type III và V. - Kèm với tiểu đường. - Kèm với u vàng. Gemfibrozil được chỉ định như một điều trị bổ sung vào chế độ ăn nhằm làm giảm nguy cơ mắc bệnh mạch vành ở bệnh nhân nhóm IIb có 3 rối loạn: HDL cholesterol thấp, LDL cholesterol và triglyceride cao, và không có tiền căn hoặc triệu chứng bệnh mạch vành, khi các bệnh nhân này có đáp ứng không đầy đủ với việc giảm cân, với điều trị bằng chế độ ăn, vận động và các dược chất khác có tác dụng làm giảm LDL cholesterol và tăng HDL cholesterol.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-56921/lopigim-600.aspx
VN-21241-18,Edsave 20,Tadalafil 20mg,"Chỉ định Tadalafil
Các trường hợp bị rối loạn cương dương. Cần có hoạt động kích thích tình dục thì thuốc mới có hiệu quả. Không có chỉ định thuốc cho phụ nữ.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-59919/edsave-20.aspx
VD-24263-16,Atorvastatin SaVi 40,Atorvastatin (dưới dạng Atorvastatin calci trihydrat) 40 mg,"Chỉ định Atorvastatin
Ðiều trị hỗ trợ cho chế độ ăn kiêng làm giảm cholesterol toàn phần, LDL, apolipoprotein B, triglycerid & làm tăng HDL ở bệnh nhân tăng cholesterol máu nguyên phát & rối loạn lipid máu hỗn hợp (type IIa & IIb); làm giảm triglycerid máu type IV). Ðiều trị rối loạn betalipoprotein máu nguyên phát (type III). Ðiều trị hỗ trợ với các biện pháp làm giảm lipid khác để làm giảm cholesterol toàn phần & LDL ở bệnh nhân tăng cholesterol máu có tính gia đình đồng hợp tử.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-52227/atorvastatin-savi-40.aspx
VN-7827-09,Triatec,Ramipril,"Chỉ định Ramipril
- Tăng huyết áp (dùng đơn độc hoặc phối hợp với lợi tiểu thiazide). - Điều trị suy tim sung huyết mạn tính do thuốc làm giảm cả tiền gánh và hậu gánh. Thuốc còn được dùng sau nhồi máu cơ tim.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-30275/triatec.aspx
V582-H12-10,Giải độc gan xuân quang,"Nhân trần, Long đởm, Đại hoàng, Trạch tả, Sinh địa, Đương quy, Mạch môn, Chi tử..","Chỉ định Nhân trần
+ Thanh nhiệt, lợi thấp, lợi mật, được dùng để chữa các chứng hoàng đản, tiểu tiện bất lợi, viêm loét da do phong thấp….
+ Làm tăng tiết và thúc đẩy quá trình bài xuất dịch mật, bảo vệ tế bào gan, ngăn ngừa tình trạng gan nhiễm mỡ, làm hạ huyết áp, thúc đẩy tuần hoàn, giải nhiệt, giảm đau và chống viêm.
+ Có khả năng ức chế một số vi khuẩn như tụ cầu vàng, thương hàn, phó thương hàn, mủ xanh, e.coli, lỵ, song cầu khuẩn gây viêm não, viêm phổi và một số loại nấm.
+ Giúp cải thiện công năng miễn dịch và ức chế sự tăng sinh của tế bào ung thư.
+ Điều trị các bệnh: viêm gan truyền nhiễm cấp tính thể vàng da, vàng da tán huyết do thương hàn ở trẻ sơ sinh, giun chui ống mật, rối loạn lipid máu, thiểu năng mạch vành, eczema dai dẳng ở trẻ em, viêm loét miệng, nấm da...",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-31797/giai-doc-gan-xuan-quang.aspx
VN-3638-07,Lisopress 5mg,Lisinopril,"Chỉ định Lisinopril
Tăng huyết áp (dùng đơn trị liệu và trong phối hợp thuốc). Ðiều trị phụ trợ suy tim.",Viên nén-5mg,,,https://thuocbietduoc.com.vn/thuoc-14170/lisopress-5mg.aspx
VNA-3128-00,Megyna,"Chloramphenicol, Dexamethasone, Metronidazole, Nystatin","Chỉ định Chloramphenicol
- Nhiễm trùng phần trước của mắt, mí & lệ đạo.
- Phòng ngừa nhiễm trùng trước & sau mổ, bỏng hóa chất & các loại bỏng khác. 
- Những nhiễm khuẩn nặng do vi khuẩn nhạy cảm, viêm màng não và những nhiễm khuẩn khác do Haemophilus influenzae khi các kháng sinh aminopenicilin, gentamicin và một số cephalosporin thế hệ 3 không hiệu quả hoặc bị chống chỉ định.
- Nhiễm khuẩn do Rickettsia khi không thể dùng tetracyclin.
- Mắt hột & zona mắt.
- Bơm rửa hệ thống dẫn lưu nước mắt với mục đích điều trị hay phòng ngừa.",Viên đặt,,,https://thuocbietduoc.com.vn/thuoc-7644/megyna.aspx
VD-29371-18,Di-antipain,"Paracetamol 325mg; Tramadol hydroclorid 37,5mg","Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Viên nén sủi bọt,,,https://thuocbietduoc.com.vn/thuoc-55884/di-antipain.aspx
VD-30302-18,Aticolcide 8,Thiocolchicosid 8mg,"Chỉ định Thiocolchicoside
Ðược đề nghị điều trị hỗ trợ các co thắt gây đau trong: Các bệnh lý thoái hóa đốt sống và các rối loạn tư thế cột sống: vẹo cổ, đau lưng, đau thắt lưng. Các bệnh lý chấn thương và thần kinh (với sự co cứng) và trong phục hồi chức năng. Ðau bụng kinh.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-59231/aticolcide-8.aspx
VD-14170-11,Utrupin 800,Piracetam 800mg/ viên,"Chỉ định Piracetam
Điều trị các triệu chứng chóng mặt. Các tổn thương sau chấn thương sọ não và phẫu thuật não: rối loạn tâm thần, tụ máu, liệt nửa người và thiếu máu cục bộ.  Các rối loạn thần kinh trung ương: chóng mặt, nhức đầu, lo âu, sảng rượu, rối loạn ý thức. Suy giảm trí nhớ, thiếu tập trung, sa sút trí tuệ ở người già. Thiếu máu hồng cầu hình liềm. Các trường hợp thiếu máu cục bộ cấp. Điều trị nghiện rượu. Điều trị thiếu máu hồng cầu liềm. Dùng bổ trợ trong điều trị giật rung cơ có nguồn gốc vỏ não.",Hộp 10 vỉ x 10 viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-40072/utrupin-800.aspx
VN-10427-10,Brelmocef-500,Cefuroxime Axetil,"Chỉ định Cefuroxime
Nhiễm khuẩn đường hô hấp dưới như viêm phổi và viêm phế quản cấp và mạn.  Nhiễm khuẩn đường hô hấp trên như nhiễm khuẩn ở tai, mũi, họng ví dụ như viêm tai giữa, viêm xoang, viêm amydale và viêm họng.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-33897/brelmocef-500.aspx
VN-15628-12,Rhinathiol,Carbocisteine,"Chỉ định Carbocisteine
Rối loạn cấp hay mãn tính đường hô hấp trên và dưới đi kèm theo tăng tiết đàm nhầy đặc và dai dẳng như viêm mũi, viêm xoang, viêm phế quản cấp và mãn, khí phế thũng và giãn phế quản.",Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-42507/rhinathiol.aspx
VN-20692-17,Rocuronium-hameln 10mg/ml,Rocuronium bromide 10mg/ml,"Chỉ định Rocuronium
Hỗ trợ trong gây mê để đặt nội khí quản trong dẫn mê thường qui & dẫn mê chuỗi nhanh & tạo giãn cơ trong phẫu thuật. Hỗ trợ trong khoa săn sóc đặc biệt (ICU) để đặt nội khí quản & thông khí cơ học.",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-58000/rocuronium-hameln-10mgml.aspx
VNB-2766-05,Tinh bột ngô,Tinh Bột ngô,,Bao 50kg,,,https://thuocbietduoc.com.vn/thuoc-21370/tinh-bot-ngo.aspx
VD-22935-15,Calci clorid 500mg/ 5ml,Mỗi 5ml chứa Calci clorid dihydrat 500mg,"- Trường hợp tăng kali huyết cấp tính (K+ >7 mEq/lít), để giảm tác dụng gây ức chế tim, biểu hiện trên điện tâm đồ.


- Trường hợp tăng magnesi huyết nghiêm trọng, calci clorid cũng được sử dụng nhằm mục đích điều trị các tác động gây ức chế hệ thần kinh trung ương khi dùng quá liều magnesi sulfat, điều trị loạn nhịp ác tính có liên hệ tới tăng magnesi huyết.


- Quá liều thuốc chẹn kênh calci (sử dụng đang khảo sát).",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-49909/calci-clorid-500mg-5ml.aspx
VN-9848-05,Triamvirgi,Triamcinolone,"Chỉ định Triamcinolone
Viêm khớp dạng thấp, viêm xương khớp, viêm bao hoạt dịch, viêm đốt sống do thấp, viêm khớp vảy nến, viêm mõm lồi cầu. 


Viêm da cơ toàn thân. Pemphigus, hội chứng Steven Johnson, vảy nến nặng, phù mạch, sẹo lồi, liken phẳng. 
Hội chứng Hamman-Rich. Phối hợp với lợi tiểu trong suy tim xung huyết, xơ gan báng bụng kéo dài. Phản ứng viêm sau phẫu thuật răng.
Dạng hít: Dùng trong hen phế quản và các tình trạng co thắt phế quản.
Dùng ngoài: Các bệnh ngoài da đáp ứng với steroid.",Hỗn dịch tiêm tác dụng chậm,,,https://thuocbietduoc.com.vn/thuoc-21717/triamvirgi.aspx
S726-H12-05,Gynosap,"Berberine hydrochloride, Phenol, Menthol, potassium, Aluminum sulfate","Chỉ định Berberine
Nhiễm trùng đường ruột. Tiêu chảy. Lỵ trực trùng, hội chứng lỵ. Viêm ống mật.",Thuốc bột,,,https://thuocbietduoc.com.vn/thuoc-3350/gynosap.aspx
VD-28387-17,pendo-Pregabalin 150 mg,Pregabalin 150mg,"Chỉ định Pregabalin
Điều trị đau thần kinh nguồn gốc trung ương và ngoại vi, rối loạn lo âu lan tỏa ở người lớn. Điều trị bổ trợ động kinh cục bộ kèm hoặc không kèm động kinh toàn thể ở người lớn.",Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-57705/pendo-pregabalin-150-mg.aspx
VD-27162-17,Hepaur 5g,L-Ornithin L-Aspartat 5000mg/10ml,"Chỉ định L-Ornithin L-Aspartat
Hỗ trợ điều trị một số bệnh lý ở gan như viêm gan mạn tính,viêm gan do rượu. Điều trị các rối loạn khởi phát trong tiền hôn mê gan, hôn mê gan. Các tình trạng tăng amoniac huyết trong các bệnh gan: viêm gan cấp và mạn tính, xơ gan, gan nhiễm mỡ, bệnh não gan.",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-56510/hepaur-5g.aspx
